lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat
WI,1996,44,2/13/96,0,1,1,,1.5,8.4,63.6
WI,1996,44,2/13/96,1,1,1,,4,6.4,51.8
WI,1996,44,2/13/96,2,1,1,,4.2,4.2,34.2
WI,1996,44,2/13/96,3,1,1,,3.3,3.7,29.4
WI,1996,78,3/18/96,0,1,1,,,,
WI,1996,103,4/12/96,0,1,1,,9.8,12.9,120.7
WI,1996,103,4/12/96,1,1,1,,9.8,13,121.6
WI,1996,103,4/12/96,2,1,1,,9.8,13,121.6
WI,1996,103,4/12/96,3,1,1,,9.8,12.9,120.7
WI,1996,123,5/2/96,0,1,1,,10.4,11.5,109.1
WI,1996,123,5/2/96,1,1,1,,10.4,11.5,109.1
WI,1996,123,5/2/96,2,1,1,,10.4,11.5,109.1
WI,1996,123,5/2/96,3,1,1,,10.4,11.5,109.1
WI,1996,136,5/15/96,0,1,1,,12.5,9.9,98.6
WI,1996,136,5/15/96,1,1,1,,12.2,9.9,97.9
WI,1996,136,5/15/96,2,1,1,,12,9.6,94.5
WI,1996,136,5/15/96,3,1,1,,11.9,9.1,89.4
WI,1996,151,5/30/96,0,1,1,,18.7,10.4,118.2
WI,1996,151,5/30/96,1,1,1,,17.2,9.5,104.7
WI,1996,151,5/30/96,2,1,1,,15.6,9.7,103.4
WI,1996,151,5/30/96,3,1,1,,14.2,9.4,97.2
WI,1996,151,5/30/96,3.25,1,1,,14.2,9.3,96.2
WI,1996,163,6/11/96,0,1,1,,19,10.4,119
WI,1996,163,6/11/96,1,1,1,,18.8,10.2,116.2
WI,1996,163,6/11/96,2,1,1,,18.6,10.3,116.9
WI,1996,163,6/11/96,3,1,1,,17.4,8.3,91.9
WI,1996,163,6/11/96,3.5,1,1,,17.1,7.2,79.2
WI,1996,176,6/24/96,0,1,1,,22.6,9.1,111.7
WI,1996,176,6/24/96,1,1,1,,22.6,9.1,111.7
WI,1996,176,6/24/96,2,1,1,,22.6,9,110.5
WI,1996,176,6/24/96,3,1,1,,22.5,8.8,107.8
WI,1996,192,7/10/96,0,1,1,,23.6,7.8,97.6
WI,1996,192,7/10/96,1,1,1,,23.5,7.5,93.7
WI,1996,192,7/10/96,2,1,1,,23.4,6.9,86
WI,1996,192,7/10/96,3,1,1,,23.1,6.1,75.6
WI,1996,192,7/10/96,3.5,1,1,,23.1,5.8,71.9
WI,1996,206,7/24/96,0,1,1,,23.1,8.9,110.3
WI,1996,206,7/24/96,1,1,1,,23.1,8.7,107.8
WI,1996,206,7/24/96,2,1,1,,23.1,8.7,107.8
WI,1996,206,7/24/96,3,1,1,,23.1,8.5,105.4
WI,1996,220,8/7/96,0,1,1,,26.4,10.1,133.1
WI,1996,220,8/7/96,1,1,1,,26.4,9.9,130.5
WI,1996,220,8/7/96,2,1,1,,26.3,9.6,126.3
WI,1996,220,8/7/96,3,1,1,,23.4,0.3,3.7
WI,1996,220,8/7/96,3.5,1,1,,23,0.2,2.5
WI,1996,234,8/21/96,0,1,1,,26,12,157
WI,1996,234,8/21/96,1,1,1,,25.3,12,155
WI,1996,234,8/21/96,2,1,1,,23.9,8.2,103.2
WI,1996,234,8/21/96,3,1,1,,23.6,4.5,56.3
WI,1996,250,9/6/96,0,1,1,,25.8,12.1,157.7
WI,1996,250,9/6/96,1,1,1,,25.8,12.1,157.7
WI,1996,250,9/6/96,2,1,1,,25.6,11.2,145.5
WI,1996,250,9/6/96,3,1,1,,23.9,2.1,26.4
WI,1996,261,9/17/96,0,1,1,,,,
WI,1996,275,10/1/96,0,1,1,,16.4,10.8,117.1
WI,1996,275,10/1/96,1,1,1,,16.3,10.8,116.8
WI,1996,275,10/1/96,2,1,1,,16.2,10.7,115.5
WI,1996,275,10/1/96,3,1,1,,16.1,10.4,112
WI,1996,275,10/1/96,3.5,1,1,,16,9.8,105.3
WI,1996,289,10/15/96,0,1,1,,14.4,11.4,118.4
WI,1996,289,10/15/96,1,1,1,,13.6,11.3,115.3
WI,1996,289,10/15/96,2,1,1,,13.1,11.2,113
WI,1996,289,10/15/96,3,1,1,,13,10.9,109.8
WI,1996,312,11/7/96,0,1,1,,5.5,12.2,102.7
WI,1996,312,11/7/96,1,1,1,,5.5,12.1,101.9
WI,1996,312,11/7/96,2,1,1,,5.5,12.1,101.9
WI,1996,312,11/7/96,2.5,1,1,,5.5,11.7,98.5
WI,1996,312,11/7/96,3,1,1,,,,
WI,1997,15,1/15/97,0,1,1,,0.6,13.8,101.9
WI,1997,15,1/15/97,1,1,1,,3.2,9.5,75.3
WI,1997,15,1/15/97,2,1,1,,4,6,48.6
WI,1997,15,1/15/97,3,1,1,,4.1,3.8,30.9
WI,1997,100,4/10/97,0,1,1,,6.6,11.9,103
WI,1997,100,4/10/97,1,1,1,,6.6,12.2,105.6
WI,1997,100,4/10/97,2,1,1,,6.6,12.3,106.5
WI,1997,100,4/10/97,3,1,1,,6.4,12.2,105.1
WI,1997,100,4/10/97,3.5,1,1,,6.4,11.1,95.6
WI,1997,125,5/5/97,0,1,1,,13.7,9.8,100.2
WI,1997,125,5/5/97,1,1,1,,13.6,9.8,100
WI,1997,125,5/5/97,2,1,1,,13.5,9.8,99.8
WI,1997,125,5/5/97,3,1,1,,13.5,9.7,98.8
WI,1997,125,5/5/97,3.5,1,1,,13.5,9.2,93.7
WI,1997,136,5/16/97,0,1,1,,12,14.1,138.8
WI,1997,136,5/16/97,1,1,1,,12,13.3,130.9
WI,1997,136,5/16/97,2,1,1,,12,12.1,119.1
WI,1997,136,5/16/97,3,1,1,,12,11.6,114.2
WI,1997,162,6/11/97,0,1,1,,24,9.8,123.6
WI,1997,162,6/11/97,1,1,1,,23.9,9.8,123.3
WI,1997,162,6/11/97,2,1,1,,23.8,9.6,120.6
WI,1997,162,6/11/97,3,1,1,,23.3,8.2,102
WI,1997,162,6/11/97,3.5,1,1,,23.3,0.1,1.2
WI,1997,163,6/12/97,0,1,1,,24.1,11.3,142.7
WI,1997,163,6/12/97,1,1,1,,22.8,12.5,154.1
WI,1997,163,6/12/97,2,1,1,,21.5,10.8,129.8
WI,1997,163,6/12/97,3,1,1,,19.9,6.7,78
WI,1997,175,6/24/97,0,1,1,,27,9.8,130.6
WI,1997,175,6/24/97,1,1,1,,26.8,8.8,116.8
WI,1997,175,6/24/97,2,1,1,,25,8.4,107.9
WI,1997,175,6/24/97,3,1,1,,23.3,2.4,29.9
WI,1997,175,6/24/97,3.5,1,1,,23.1,2.2,27.3
WI,1997,189,7/8/97,0,1,1,,23,10.6,131.1
WI,1997,189,7/8/97,1,1,1,,22.9,10.6,130.9
WI,1997,189,7/8/97,2,1,1,,22.6,10.5,128.9
WI,1997,189,7/8/97,3,1,1,,21,7.4,88.1
WI,1997,189,7/8/97,3.5,1,1,,20.3,6.3,74
WI,1997,206,7/25/97,0,1,1,,25,10.3,132.3
WI,1997,206,7/25/97,1,1,1,,25.1,10.2,131.3
WI,1997,206,7/25/97,2,1,1,,24.1,7,88.4
WI,1997,206,7/25/97,3,1,1,,23.5,2.8,35
WI,1997,231,8/19/97,0,1,1,,21.2,9.9,118.3
WI,1997,231,8/19/97,1,1,1,,21.3,9.9,118.5
WI,1997,231,8/19/97,2,1,1,,21.3,9.7,116.1
WI,1997,231,8/19/97,3,1,1,,20.8,3.3,39.1
WI,1997,254,9/11/97,0,1,1,,20.5,10.3,121.4
WI,1997,254,9/11/97,1,1,1,,20.5,10.3,121.4
WI,1997,254,9/11/97,2,1,1,,20.4,10.2,120
WI,1997,254,9/11/97,3,1,1,,19.9,9.4,109.5
WI,1997,301,10/28/97,0,1,1,,5.8,12.5,106.1
WI,1997,301,10/28/97,1,1,1,,5.7,12.4,104.9
WI,1997,301,10/28/97,2,1,1,,5.7,12.4,104.9
WI,1997,301,10/28/97,3,1,1,,5.7,12.4,104.9
WI,1997,324,11/20/97,0,1,1,,1.6,13.8,104.8
WI,1997,324,11/20/97,1,1,1,,1.2,13.8,103.6
WI,1997,324,11/20/97,2,1,1,,1.2,13.7,102.9
WI,1997,324,11/20/97,3,1,1,,1.2,13.7,102.9
WI,1998,37,2/6/98,0,1,2,,,,
WI,1998,84,3/25/98,0,1,1,,5.1,16.6,138.3
WI,1998,84,3/25/98,1,1,1,,5.1,16.6,138.3
WI,1998,84,3/25/98,2,1,1,,5.1,16.7,139.2
WI,1998,84,3/25/98,3,1,1,,5.1,16.7,139.2
WI,1998,105,4/15/98,0,1,1,,9.3,6,55.5
WI,1998,105,4/15/98,1,1,1,,10.5,6,57.1
WI,1998,105,4/15/98,2,1,1,,10.5,6,57.1
WI,1998,113,4/23/98,0,1,1,,14.8,10.3,107.9
WI,1998,113,4/23/98,1,1,1,,14.5,10.4,108.2
WI,1998,113,4/23/98,2,1,1,,13.2,10.4,105.2
WI,1998,113,4/23/98,3,1,1,,12.3,10.8,107.1
WI,1998,113,4/23/98,3.5,1,1,,11.8,9,88.2
WI,1998,132,5/12/98,0,1,1,,19.1,11.3,129.5
WI,1998,132,5/12/98,1,1,1,,18.8,11.3,128.7
WI,1998,132,5/12/98,2,1,1,,18.7,11.3,128.5
WI,1998,132,5/12/98,3,1,1,,16.8,5.7,62.3
WI,1998,144,5/24/98,0,1,1,,20.8,11.2,132.8
WI,1998,144,5/24/98,1,1,1,,20.6,11,129.9
WI,1998,144,5/24/98,2,1,1,,19.2,9.7,111.4
WI,1998,144,5/24/98,3,1,1,,17.7,6.3,70.2
WI,1998,161,6/10/98,0,1,1,,18.3,8.7,98.1
WI,1998,161,6/10/98,1,1,1,,17.6,8.3,92.3
WI,1998,161,6/10/98,2,1,1,,17.4,7.9,87.4
WI,1998,161,6/10/98,3,1,1,,17.1,5.9,64.9
WI,1998,175,6/24/98,0,1,1,,26,11.7,153.1
WI,1998,175,6/24/98,1,1,1,,25.9,11.8,154.1
WI,1998,175,6/24/98,2,1,1,,25.5,11.4,147.8
WI,1998,175,6/24/98,3,1,1,,22.9,3.4,42
WI,1998,175,6/24/98,3.2,1,1,,22.8,3.4,41.9
WI,1998,188,7/7/98,0,1,1,,24.8,10.1,129.3
WI,1998,188,7/7/98,1,1,1,,24.3,10.3,130.6
WI,1998,188,7/7/98,2,1,1,,24,9.9,124.8
WI,1998,188,7/7/98,3,1,1,,23.9,8.6,108.2
WI,1998,205,7/24/98,0,1,1,,24.6,8.3,105.8
WI,1998,205,7/24/98,1,1,1,,24.7,8.3,106
WI,1998,205,7/24/98,2,1,1,,24.4,8,101.6
WI,1998,205,7/24/98,3,1,1,,24.4,7.8,99.1
WI,1998,205,7/24/98,3.2,1,1,,24.4,7.3,92.7
WI,1998,219,8/7/98,0,1,1,,23.5,9.7,121.2
WI,1998,219,8/7/98,1,1,1,,23.3,9.6,119.5
WI,1998,219,8/7/98,2,1,1,,23.2,8.9,110.5
WI,1998,219,8/7/98,3,1,1,,22.9,3.5,43.2
WI,1998,219,8/7/98,4,1,1,,22.7,2.5,30.8
WI,1998,231,8/19/98,0,1,1,,23.7,9.8,122.9
WI,1998,231,8/19/98,1,1,1,,23.7,9.8,122.9
WI,1998,231,8/19/98,2,1,1,,23.6,9.6,120.1
WI,1998,231,8/19/98,3,1,1,,23.2,8.5,105.6
WI,1998,243,8/31/98,0,1,1,,25.1,9.7,124.8
WI,1998,243,8/31/98,1,1,1,,24.1,10.6,133.9
WI,1998,243,8/31/98,2,1,1,,23.6,10,125.1
WI,1998,243,8/31/98,3,1,1,,23,7.5,92.8
WI,1998,272,9/29/98,0,1,1,,20.7,10,118.3
WI,1998,272,9/29/98,1,1,1,,20.6,10.2,120.5
WI,1998,272,9/29/98,2,1,1,,20.4,9.5,111.7
WI,1998,272,9/29/98,3,1,1,,20.1,8.7,101.7
WI,1998,299,10/26/98,0,1,1,,12.4,9.1,90.4
WI,1998,299,10/26/98,1,1,1,,12.3,9.1,90.2
WI,1998,299,10/26/98,2,1,1,,11.8,8.6,84.3
WI,1998,299,10/26/98,3,1,1,,11.7,8.2,80.2
WI,1998,328,11/24/98,0,1,1,,4.9,11.7,97
WI,1998,328,11/24/98,1,1,1,,4.6,11.8,97.1
WI,1998,328,11/24/98,2,1,1,,4.4,11.9,97.4
WI,1998,328,11/24/98,3,1,1,,4.3,11.8,96.3
WI,1999,26,1/26/99,0,1,1,,1.7,15.2,115.7
WI,1999,26,1/26/99,1,1,1,,2.5,14.1,109.7
WI,1999,26,1/26/99,2,1,1,,3,11.8,93.1
WI,1999,26,1/26/99,3,1,1,,3.8,4.4,35.4
WI,1999,55,2/24/99,0,1,1,,6,19.9,169.7
WI,1999,55,2/24/99,1,1,1,,6.1,19.9,170.1
WI,1999,55,2/24/99,2,1,1,,6.8,19.9,173.2
WI,1999,55,2/24/99,3,1,1,,6.2,6.2,53.1
WI,1999,89,3/30/99,0,1,1,,8.7,14.3,130.3
WI,1999,89,3/30/99,1,1,1,,8.6,14.4,130.9
WI,1999,89,3/30/99,2,1,1,,8.6,14.4,130.9
WI,1999,89,3/30/99,3,1,1,,8.6,14.4,130.9
WI,1999,103,4/13/99,0,1,1,,12.9,12.6,126.6
WI,1999,103,4/13/99,1,1,1,,10.5,13.3,126.5
WI,1999,103,4/13/99,2,1,1,,9.9,13.2,123.8
WI,1999,103,4/13/99,3,1,1,,9.1,12,110.4
WI,1999,118,4/28/99,0,1,1,,12.4,11.2,111.3
WI,1999,118,4/28/99,1,1,1,,12.4,11.2,111.3
WI,1999,118,4/28/99,2,1,1,,12.4,11.1,110.3
WI,1999,118,4/28/99,3,1,1,,12.4,11,109.3
WI,1999,131,5/11/99,0,1,1,,17.6,9.6,106.7
WI,1999,131,5/11/99,1,1,1,,17.6,9.6,106.7
WI,1999,131,5/11/99,2,1,1,,17.5,9.6,106.5
WI,1999,131,5/11/99,3,1,1,,17.3,9.5,104.9
WI,1999,144,5/24/99,0,1,1,,17.9,9.3,104
WI,1999,144,5/24/99,1,1,1,,17.8,9.3,103.8
WI,1999,144,5/24/99,2,1,1,,17.9,9.2,102.9
WI,1999,144,5/24/99,3,1,1,,17.9,9.2,102.9
WI,1999,159,6/8/99,0,1,1,,24.5,9.8,124.7
WI,1999,159,6/8/99,1,1,1,,25.9,9.5,124.1
WI,1999,159,6/8/99,2,1,1,,23.7,8.8,110.3
WI,1999,159,6/8/99,3,1,1,,23.2,3.7,46
WI,1999,173,6/22/99,0,1,1,,24.4,12.2,155
WI,1999,173,6/22/99,1,1,1,,24.4,12.2,155
WI,1999,173,6/22/99,2,1,1,,23,10.8,133.6
WI,1999,173,6/22/99,3,1,1,,21.7,1.5,18.1
WI,1999,190,7/9/99,0,1,1,,25.8,7,91.3
WI,1999,190,7/9/99,1,1,1,,25.8,6.9,90
WI,1999,190,7/9/99,2,1,1,,25.8,6.9,90
WI,1999,190,7/9/99,3,1,1,,25.8,6.9,90
WI,1999,200,7/19/99,0,1,1,,26.1,9.9,129.8
WI,1999,200,7/19/99,1,1,1,,26,9.2,120.4
WI,1999,200,7/19/99,2,1,1,,25.7,7,91.1
WI,1999,200,7/19/99,3,1,1,,25.5,0.4,5.2
WI,1999,215,8/3/99,0,1,1,,26.5,7.8,103
WI,1999,215,8/3/99,1,1,1,,26.6,7.7,101.9
WI,1999,215,8/3/99,2,1,1,,26.6,7.7,101.9
WI,1999,215,8/3/99,3,1,1,,26.6,7.7,101.9
WI,1999,229,8/17/99,0,1,1,,23.2,10.3,127.9
WI,1999,229,8/17/99,1,1,1,,23.1,10.4,128.9
WI,1999,229,8/17/99,2,1,1,,22.9,10.4,128.4
WI,1999,229,8/17/99,3,1,1,,22.4,7.8,95.4
WI,1999,243,8/31/99,0,1,1,,22.6,10.3,126.5
WI,1999,243,8/31/99,1,1,1,,22.5,10.2,125
WI,1999,243,8/31/99,2,1,1,,22.3,10,122.1
WI,1999,243,8/31/99,3,1,1,,22.1,9.1,110.7
WI,1999,271,9/28/99,0,1,1,,16.6,11.6,126.3
WI,1999,271,9/28/99,1,1,1,,16.7,11.6,126.5
WI,1999,271,9/28/99,2,1,1,,16.8,11.4,124.6
WI,1999,271,9/28/99,3,1,1,,16.7,11,120
WI,1999,298,10/25/99,0,1,1,,8.2,11.5,103.6
WI,1999,298,10/25/99,1,1,1,,8.3,11.6,104.7
WI,1999,298,10/25/99,2,1,1,,8.1,11.5,103.3
WI,1999,298,10/25/99,3,1,1,,8.1,11.4,102.4
WI,1999,333,11/29/99,0,1,1,,4.6,12,98.7
WI,1999,333,11/29/99,1,1,1,,4.6,12,98.7
WI,1999,333,11/29/99,2,1,1,,4.6,12,98.7
WI,1999,333,11/29/99,3,1,1,,4.6,12,98.7
WI,2000,26,1/26/00,0,1,1,,2.3,15.5,119.9
WI,2000,26,1/26/00,1,1,1,,3.7,14.5,116.5
WI,2000,26,1/26/00,2,1,1,,4.6,8.2,67.5
WI,2000,26,1/26/00,3,1,1,,5.2,4.5,37.6
WI,2000,55,2/24/00,0,1,1,,1.6,13.5,102.5
WI,2000,55,2/24/00,1,1,1,,3.9,14.6,117.9
WI,2000,55,2/24/00,2,1,1,,4.8,7.5,62
WI,2000,55,2/24/00,3,1,1,,4.8,5.1,42.2
WI,2000,76,3/16/00,0,1,1,,6.2,12.6,108
WI,2000,76,3/16/00,1,1,1,,6.2,12.6,108
WI,2000,76,3/16/00,2,1,1,,6.2,12.6,108
WI,2000,76,3/16/00,3,1,1,,6.1,12.5,106.9
WI,2000,87,3/27/00,0,1,1,,8.1,12.5,112.3
WI,2000,87,3/27/00,1,1,1,,8.1,12.5,112.3
WI,2000,87,3/27/00,2,1,1,,8.1,12.4,111.4
WI,2000,87,3/27/00,3,1,1,,8.1,12.4,111.4
WI,2000,103,4/12/00,0,1,1,,6.4,12.5,107.7
WI,2000,103,4/12/00,1,1,1,,6.4,12.6,108.5
WI,2000,103,4/12/00,2,1,1,,6.4,12.6,108.5
WI,2000,103,4/12/00,3,1,1,,6.4,12.6,108.5
WI,2000,117,4/26/00,0,1,1,,13.7,12.7,129.9
WI,2000,117,4/26/00,1,1,1,,13.3,12.7,128.7
WI,2000,117,4/26/00,2,1,1,,13.2,12.8,129.5
WI,2000,117,4/26/00,3,1,1,,13.4,11.2,113.8
WI,2000,131,5/10/00,0,1,1,,19.9,8,93.2
WI,2000,131,5/10/00,1,1,1,,20,8,93.4
WI,2000,131,5/10/00,2,1,1,,19.8,7.5,87.2
WI,2000,131,5/10/00,3,1,1,,19.5,6.8,78.6
WI,2000,131,5/10/00,3.6,1,1,,19.5,0.1,1.2
WI,2000,145,5/24/00,0,1,1,,18.6,11.7,132.7
WI,2000,145,5/24/00,1,1,1,,18.6,11.6,131.6
WI,2000,145,5/24/00,1.5,1,1,,18.6,11.7,132.7
WI,2000,145,5/24/00,2,1,1,,18.5,11.7,132.5
WI,2000,145,5/24/00,2.5,1,1,,18.4,11.7,132.2
WI,2000,145,5/24/00,3,1,1,,16.5,9.5,103.2
WI,2000,145,5/24/00,3.5,1,1,,16,6.1,65.6
WI,2000,145,5/24/00,3.8,1,1,,15.9,0.2,2.1
WI,2000,157,6/5/00,0,1,1,,17.7,7.3,81.3
WI,2000,157,6/5/00,1,1,1,,17.6,7.2,80
WI,2000,157,6/5/00,2,1,1,,17.5,6.6,73.2
WI,2000,157,6/5/00,3,1,1,,17.4,6.8,75.3
WI,2000,157,6/5/00,4,1,1,,17.4,1.3,14.4
WI,2000,172,6/20/00,0,1,1,,22.1,10.5,127.7
WI,2000,172,6/20/00,1,1,1,,22,10.5,127.4
WI,2000,172,6/20/00,1.5,1,1,,22,10.6,128.7
WI,2000,172,6/20/00,2,1,1,,21.9,10.5,127.2
WI,2000,172,6/20/00,2.5,1,1,,21.8,9.9,119.7
WI,2000,172,6/20/00,3,1,1,,21.7,9.1,109.8
WI,2000,172,6/20/00,3.5,1,1,,20,0.9,10.5
WI,2000,172,6/20/00,3.8,1,1,,20,0.2,2.3
WI,2000,186,7/4/00,0,1,1,,23.7,10.1,126.6
WI,2000,186,7/4/00,1,1,1,,23.6,9.8,122.6
WI,2000,186,7/4/00,2,1,1,,23.2,7.9,98.1
WI,2000,186,7/4/00,3,1,1,,22.7,4.8,59
WI,2000,186,7/4/00,3.7,1,1,,22.1,0.2,2.4
WI,2000,200,7/18/00,0,1,1,,25,7.6,97.6
WI,2000,200,7/18/00,1,1,1,,25.1,7.6,97.8
WI,2000,200,7/18/00,2,1,1,,25,7.5,96.3
WI,2000,200,7/18/00,3,1,1,,25,7.1,91.2
WI,2000,200,7/18/00,3.6,1,1,,24.5,0.1,1.3
WI,2000,214,8/1/00,0,1,1,,23.7,7.7,96.5
WI,2000,214,8/1/00,1,1,1,,23.7,7.6,95.3
WI,2000,214,8/1/00,1.5,1,1,,23.7,7.6,95.3
WI,2000,214,8/1/00,2,1,1,,23.7,7.5,94
WI,2000,214,8/1/00,2.5,1,1,,23.6,4.4,55.1
WI,2000,214,8/1/00,3,1,1,,23.3,1.5,18.7
WI,2000,214,8/1/00,3.5,1,1,,23.2,0.3,3.7
WI,2000,214,8/1/00,3.6,1,1,,23.1,0.2,2.5
WI,2000,227,8/14/00,0,1,1,,25.8,9.4,122.5
WI,2000,227,8/14/00,0.5,1,1,,25.8,9.4,122.5
WI,2000,227,8/14/00,1,1,1,,25.8,9.2,119.9
WI,2000,227,8/14/00,1.5,1,1,,25.7,8.8,114.5
WI,2000,227,8/14/00,2,1,1,,25.5,8.3,107.6
WI,2000,227,8/14/00,2.5,1,1,,25.2,3.2,41.3
WI,2000,227,8/14/00,3,1,1,,24.8,0.9,11.5
WI,2000,227,8/14/00,3.5,1,1,,24.3,0.2,2.5
WI,2000,227,8/14/00,3.7,1,1,,24.2,0.2,2.5
WI,2000,242,8/29/00,0,1,1,,24.6,10.2,130.1
WI,2000,242,8/29/00,1,1,1,,24.5,10.2,129.8
WI,2000,242,8/29/00,1.5,1,1,,24.2,8.6,108.8
WI,2000,242,8/29/00,2,1,1,,23.9,7.3,91.9
WI,2000,242,8/29/00,2.5,1,1,,23.5,4.8,60
WI,2000,242,8/29/00,3,1,1,,23.4,4.3,53.6
WI,2000,242,8/29/00,3.5,1,1,,23.3,0.2,2.5
WI,2000,242,8/29/00,3.7,1,1,,23.3,0.1,1.2
WI,2000,270,9/26/00,0,1,1,,14.5,10,104.1
WI,2000,270,9/26/00,1,1,1,,14.5,10,104.1
WI,2000,270,9/26/00,2,1,1,,14.4,9.7,100.7
WI,2000,270,9/26/00,3,1,1,,14.4,9.2,95.5
WI,2000,270,9/26/00,3.5,1,1,,14.8,0.6,6.3
WI,2000,270,9/26/00,3.8,1,1,,14.7,0.9,9.4
WI,2000,297,10/23/00,0,1,1,,14.7,10,104.5
WI,2000,297,10/23/00,1,1,1,,14.5,10.2,106.2
WI,2000,297,10/23/00,2,1,1,,14.4,10.2,105.9
WI,2000,297,10/23/00,3,1,1,,14.1,8.8,90.8
WI,2000,297,10/23/00,3.5,1,1,,13.9,0.4,4.1
WI,2000,325,11/20/00,0,1,1,,1.2,12.5,93.8
WI,2000,325,11/20/00,1,1,1,,0.9,12.3,91.6
WI,2000,325,11/20/00,2,1,1,,0.9,12.1,90.1
WI,2000,325,11/20/00,3,1,1,,0.8,12.2,90.6
WI,2000,325,11/20/00,3.7,1,1,,1,0.7,5.2
WI,2001,8,1/8/01,0,1,1,,1.2,11.4,85.6
WI,2001,8,1/8/01,0.5,1,1,,1.4,11.4,86.1
WI,2001,8,1/8/01,1,1,1,,3.2,9.2,72.9
WI,2001,8,1/8/01,1.5,1,1,,3.7,8,64.3
WI,2001,8,1/8/01,2,1,1,,4.1,6,48.7
WI,2001,8,1/8/01,2.5,1,1,,4.3,4.9,40
WI,2001,8,1/8/01,3,1,1,,4.8,2.5,20.7
WI,2001,8,1/8/01,3.5,1,1,,5.3,0.3,2.5
WI,2001,8,1/8/01,3.7,1,1,,5.3,0.1,0.8
WI,2001,102,4/12/01,0,1,1,,11.6,10.2,99.5
WI,2001,102,4/12/01,1,1,1,,11.6,10.2,99.5
WI,2001,102,4/12/01,2,1,1,,11.6,10.3,100.5
WI,2001,102,4/12/01,3,1,1,,11.5,10.3,100.3
WI,2001,102,4/12/01,3.6,1,1,,11.6,0.6,5.9
WI,2001,113,4/23/01,0,1,1,,15.1,10,105.4
WI,2001,113,4/23/01,1,1,1,,15,10,105.2
WI,2001,113,4/23/01,2,1,1,,15,10,105.2
WI,2001,113,4/23/01,2.5,1,1,,15,10,105.2
WI,2001,113,4/23/01,3,1,1,,14.9,10,105
WI,2001,113,4/23/01,3.5,1,1,,14.6,2.6,27.1
